drink,price,hour,arrival_no
missed_sale,0,153,1
missed_sale,0,153,2
missed_sale,0,153,3
missed_sale,0,154,0
missed_sale,0,154,1
missed_sale,0,154,2
missed_sale,0,154,3
missed_sale,0,155,0
missed_sale,0,155,1
missed_sale,0,156,0
missed_sale,0,156,1
missed_sale,0,156,2
missed_sale,0,157,0
missed_sale,0,157,1
missed_sale,0,157,2
missed_sale,0,157,3
missed_sale,0,157,4
missed_sale,0,158,0
missed_sale,0,159,0
missed_sale,0,159,1
missed_sale,0,160,0
missed_sale,0,161,0
missed_sale,0,161,1
missed_sale,0,162,0
missed_sale,0,162,1
missed_sale,0,163,0
missed_sale,0,163,1
missed_sale,0,164,0
missed_sale,0,164,1
missed_sale,0,165,0
missed_sale,0,166,0
missed_sale,0,166,1
missed_sale,0,166,2
missed_sale,0,167,0
missed_sale,0,167,1
missed_sale,0,167,2
missed_sale,0,167,3
