drink,price,hour,arrival_no
mountain_dew,1.4,43,1
sprite,1.2,43,2
fanta_orange,1.1,43,3
mountain_dew,1.4,43,4
coke,1.3,44,0
sprite,1.2,44,1
sprite,1.2,44,2
sprite,1.2,45,0
ice_lemon_tea,1.4,45,1
coke,1.3,45,2
mountain_dew,1.4,46,0
sprite,1.2,46,1
sprite,1.2,46,2
fanta_orange,1.1,46,3
coke,1.3,47,0
ice_lemon_tea,1.4,47,1
sprite,1.2,47,2
ice_lemon_tea,1.4,47,3
ice_lemon_tea,1.4,48,0
coke,1.3,48,1
fanta_orange,1.1,48,2
fanta_orange,1.1,48,3
coke,1.3,48,4
fanta_orange,1.1,49,0
ice_lemon_tea,1.4,49,1
ice_lemon_tea,1.4,50,0
ice_lemon_tea,1.4,50,1
coke,1.3,50,2
coke,1.3,50,3
coke,1.3,50,4
fanta_orange,1.1,50,5
coke,1.3,50,6
coke,1.3,50,7
fanta_orange,1.1,51,0
coke,1.3,52,0
ice_lemon_tea,1.4,52,1
ice_lemon_tea,1.4,54,0
ice_lemon_tea,1.4,54,1
coke,1.3,54,2
coke,1.3,54,3
ice_lemon_tea,1.4,54,4
ice_lemon_tea,1.4,55,0
fanta_orange,1.1,55,1
ice_lemon_tea,1.4,55,2
ice_lemon_tea,1.4,56,0
ice_lemon_tea,1.4,56,1
coke,1.3,57,0
ice_lemon_tea,1.4,57,1
ice_lemon_tea,1.4,57,2
ice_lemon_tea,1.4,59,0
coke,1.3,59,1
coke,1.3,59,2
coke,1.3,60,0
coke,1.3,60,1
coke,1.3,60,2
ice_lemon_tea,1.4,60,3
ice_lemon_tea,1.4,60,4
ice_lemon_tea,1.4,61,0
coke,1.3,61,1
ice_lemon_tea,1.4,61,2
coke,1.3,62,0
coke,1.3,62,1
coke,1.3,62,2
coke,1.3,63,0
ice_lemon_tea,1.4,63,1
coke,1.3,63,2
ice_lemon_tea,1.4,63,3
ice_lemon_tea,1.4,64,0
coke,1.3,64,1
coke,1.3,65,0
coke,1.3,65,1
coke,1.3,65,2
