drink,price,hour,arrival_no
fanta_orange,1.1,36,2
ice_lemon_tea,1.4,36,3
ice_lemon_tea,1.4,37,0
mountain_dew,1.4,37,1
fanta_grape,1.1,37,2
ice_lemon_tea,1.4,38,0
fanta_orange,1.1,38,1
mountain_dew,1.4,38,2
fanta_grape,1.1,38,3
sprite,1.2,38,4
fanta_orange,1.1,39,0
sprite,1.2,40,0
mountain_dew,1.4,40,1
sprite,1.2,40,2
sprite,1.2,41,0
fanta_grape,1.1,42,0
sprite,1.2,42,1
fanta_orange,1.1,42,2
fanta_orange,1.1,43,0
ice_lemon_tea,1.4,43,1
fanta_grape,1.1,43,2
coke,1.3,43,3
sprite,1.2,44,0
fanta_orange,1.1,44,1
ice_lemon_tea,1.4,46,0
fanta_grape,1.1,46,1
ice_lemon_tea,1.4,46,2
coke,1.3,46,3
mountain_dew,1.4,47,0
mountain_dew,1.4,47,1
sprite,1.2,47,2
ice_lemon_tea,1.4,48,0
ice_lemon_tea,1.4,48,1
coke,1.3,49,0
coke,1.3,49,1
coke,1.3,50,0
sprite,1.2,50,1
sprite,1.2,50,2
ice_lemon_tea,1.4,50,3
ice_lemon_tea,1.4,50,4
sprite,1.2,50,5
coke,1.3,50,6
coke,1.3,51,0
coke,1.3,51,1
ice_lemon_tea,1.4,51,2
ice_lemon_tea,1.4,51,3
coke,1.3,51,4
coke,1.3,51,5
ice_lemon_tea,1.4,51,6
coke,1.3,52,0
sprite,1.2,52,1
coke,1.3,52,2
ice_lemon_tea,1.4,53,0
ice_lemon_tea,1.4,53,1
ice_lemon_tea,1.4,53,2
coke,1.3,53,3
coke,1.3,53,4
ice_lemon_tea,1.4,54,0
coke,1.3,54,1
coke,1.3,54,2
coke,1.3,54,3
coke,1.3,55,0
coke,1.3,55,1
coke,1.3,55,2
ice_lemon_tea,1.4,55,3
coke,1.3,56,0
coke,1.3,56,1
ice_lemon_tea,1.4,56,2
coke,1.3,57,0
coke,1.3,58,0
coke,1.3,58,1
ice_lemon_tea,1.4,58,2
coke,1.3,58,3
ice_lemon_tea,1.4,59,0
ice_lemon_tea,1.4,59,1
coke,1.3,59,2
ice_lemon_tea,1.4,60,0
coke,1.3,61,0
ice_lemon_tea,1.4,62,0
ice_lemon_tea,1.4,62,1
ice_lemon_tea,1.4,63,0
coke,1.3,63,1
coke,1.3,63,2
ice_lemon_tea,1.4,64,0
coke,1.3,65,0
coke,1.3,65,1
ice_lemon_tea,1.4,65,2
ice_lemon_tea,1.4,66,0
coke,1.3,66,1
coke,1.3,66,2
