drink,price,hour,arrival_no
ice_lemon_tea,1.4,61,2
ice_lemon_tea,1.4,62,0
ice_lemon_tea,1.4,62,1
coke,1.3,62,2
coke,1.3,62,3
ice_lemon_tea,1.4,63,0
ice_lemon_tea,1.4,63,1
coke,1.3,63,2
coke,1.3,64,0
ice_lemon_tea,1.4,64,1
ice_lemon_tea,1.4,64,2
coke,1.3,65,0
ice_lemon_tea,1.4,65,1
coke,1.3,66,0
coke,1.3,67,0
coke,1.3,67,1
ice_lemon_tea,1.4,67,2
coke,1.3,67,3
coke,1.3,68,0
ice_lemon_tea,1.4,68,1
coke,1.3,68,2
coke,1.3,69,0
coke,1.3,69,1
ice_lemon_tea,1.4,69,2
ice_lemon_tea,1.4,69,3
ice_lemon_tea,1.4,69,4
ice_lemon_tea,1.4,70,0
